Edos List,,,,,,,,,,,
#,state,city,test code,test name,mrp,group,specimen type,method,temp,test schedule,tat
803,Maharashtra,Mumbai,IMMU020,test_803,1300,C2,3 ml Serum,ELFA,2 - 8 °C,Tue / Thu / Sat 2 pm,Same Day 6 hrs
804,Maharashtra,Mumbai,MOLBI035,test_804,4300,C5,"2 ml BAL, Saliva, CSF, Urine,  Tissue in Sterile Container, 3 ml EDTA Whole Blood, Serum",Real Time PCR,2 - 8 °C,Tue/Thu/Sat 12 pm,3rd Day 12 pm
805,Maharashtra,Mumbai,GENP-O-035,test_805,11600,C9,3 ml EDTA Whole Blood,PCR & Sequencing,2 - 8 °C,Mon 6 pm,14th Day 7 pm
806,Maharashtra,Mumbai,SERO-O-012,test_806,680,C5,2 ml Serum,EIA,2 - 8 °C,Tue / Thu / Sat 3 pm,Mon/ Wed/ Fri 8 pm
807,Maharashtra,Mumbai,IMMU019,test_807,2300,C5,Stool In Sterile Container,Immunochromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day
808,Maharashtra,Mumbai,IMMU018,test_808,2500,C6,Stool In Sterile Container,CLIA,2 - 8 °C,Daily 6 pm,Next Day 7 pm
809,Maharashtra,Mumbai,MOLBI-O-063,test_809,3450,C6,Stool In Sterile Container,Real Time PCR,2 - 8 °C,Tue/ Fri 6 pm,3rd Day 8 pm
810,Maharashtra,Mumbai,GENP-O-172,test_810,19800,C6,5 ml EDTA Whole Blood,NGS,2 - 8 °C,Daily 5 pm,23 Days
811,Maharashtra,Mumbai,CIPA-O-010,test_811,900,C5,10 ml aliquot of 24 hrs Urine. Collect urine in 25 ml 50% HCL container. Mention volume,"Spectophotometry,Enzymatic",2 - 8 °C,Daily 3 pm,Next day 7 pm
812,Maharashtra,Mumbai,BIOC-O-064,test_812,540,C6,10 ml spot Urine,Enzymatic,2 - 8 °C,Daily 6 pm,Next Day 12 pm
813,Maharashtra,Mumbai,GENP-O-147,test_813,5800,C6,Chorionic Villus Sterile container containing Transport medium/ normal saline and Sodium Heparin vaccute for Cord blood (30 mg),Cell Culture,2 - 8 °C,Daily 2 pm,22nd Day 7 pm
814,Maharashtra,Mumbai,GENP-O-143,test_814,10000,C6,50 mg CVS sample Sterile container containing Transport medium/Normal Saline,Cell Culture,2 - 8 °C,Daily 2 pm,22nd Day 7 pm
815,Maharashtra,Mumbai,GENP-O-144,test_815,10000,C6,20-30ml Amniotic Fluid Sterile Container,Cell Culture,2 - 8 °C,Daily 2 pm,22nd Day 7 pm
816,Maharashtra,Mumbai,GENP-O-146,test_816,5800,C6,4 ml Cord blood in Na Heparin,Cell Culture,2 - 8 °C,Daily 2 pm,15th Day 7 pm
817,Maharashtra,Mumbai,GENP-O-140,test_817,3400,C6,4 ml Whole Blood Sodium Heparin,Cell Culture,2 - 8 °C,Daily 2 pm,22nd Day 7 pm
818,Maharashtra,Mumbai,ELISA023,test_818,7200,C6,Serum,EIA,2 - 8 °C,Tue / Fri 6 pm,Next Day 8 pm
819,Maharashtra,Mumbai,CIPA-O-009,test_819,3500,C5,10 ml Spot Urine collected in acid wash metal free container,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 8 pm
820,Maharashtra,Mumbai,CIPA-O-008,test_820,3500,C5,"10 ml Aliquot of 24 Hrs. Urine collected in acid wash metal free container, Mention volume",ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 8 pm
821,Maharashtra,Mumbai,BIOC-O-062,test_821,3500,C5,5 ml EDTA whole Blood in metal free tube (K2 EDTA in royal blue top),ICPMS,2 - 8 °C,Thu 3 pm,Sat 8 pm
822,Maharashtra,Mumbai,BIOC068,test_822,270,C6,3 ml Body Fluids in Sterile Container,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
823,Maharashtra,Mumbai,BIOC065,test_823,270,C1,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
824,Maharashtra,Mumbai,BIOC067,test_824,300,C1,3 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
825,Maharashtra,Mumbai,BIOC064,test_825,300,C1,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
826,Maharashtra,Mumbai,BIOC063,test_826,350,C1,10 ml Spot Urine,ISE,2 - 8 °C,Daily 9 am to 7 pm,Same Day
827,Maharashtra,Mumbai,BIOC062,test_827,360,C1,10 ml 24 Hrs. Urine. No Preservative,ISE,2 - 8 °C,Daily 9 am to 7 pm,Same Day
828,Maharashtra,Mumbai,BIOC061,test_828,270,C6,3 ml Body Fluids in Sterile Container,ISE,2 - 8 °C,Daily 9 am to 8 pm,Same Day
829,Maharashtra,Mumbai,BIOC060,test_829,260,C1,2 ml Serum,ISE,2 - 8 °C,Daily 9 am to 7 pm,Same Day
830,Maharashtra,Mumbai,ELISA-O-048,test_830,1250,C6,3 ml Serum,EIA,2 - 8 °C,Tue/ Thu/ Sat 5 pm,Next day 7 pm
831,Maharashtra,Mumbai,ELISA-O-047,test_831,1300,C6,3 ml Serum,EIA,2 - 8 °C,Tue/ Thu/ Sat 5 pm,Next day 7 pm
832,Maharashtra,Mumbai,ELISA-O-046,test_832,1250,C6,3 ml Serum,EIA,2 - 8 °C,Tue/ Thu/ Sat 6 pm,Next day 7 pm
833,Maharashtra,Mumbai,ELISA-O-045,test_833,2300,C6,3 ml Serum,EIA,2 - 8 °C,Wed 6 pm,3rd Day 7 pm
834,Maharashtra,Mumbai,ELISA-O-044,test_834,2300,C6,3 ml Serum,EIA,2 - 8 °C,Wed 6 pm,3rd Day 7 pm
835,Maharashtra,Mumbai,MOLBI-O-006,test_835,1600,C3,3 ml EDTA whole blood,PCR,2 - 8 °C,Daily 3 pm,Same day 11 pm
836,Maharashtra,Mumbai,SERO011,test_836,950,C2,2 ml Serum,Immuno Chromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day
837,Maharashtra,Mumbai,SERO-O-082,test_837,1000,C3,2 ml serum,Immunochromatography,2 - 8 °C,Daily 9 am to 7 pm,Same Day 4 Hrs
838,Maharashtra,Mumbai,SERO-O-009,test_838,3900,C5,3 ml Serum,Automated Lipososme Lysis assay,2 - 8 °C,Mon 12 pm,Next Day 10 pm
839,Maharashtra,Mumbai,POP097,test_839,2900,C5,Cervical Scrapping in LBC Container,As per indvidual test,Room Temp,Wed / Sat 3 pm,4th Day 7 pm
840,Maharashtra,Mumbai,BIOC059,test_840,1300,C6,2 ml Serum,Nephelometry,2 - 8 °C,Daily 9 am to 6 pm,Next Day 1 pm
841,Maharashtra,Mumbai,SERO-O-008,test_841,1550,C5,2 ml Serum,EIA,2 - 8 °C,Mon/ Thu 12 pm,Next Day 8 pm
842,Maharashtra,Mumbai,IMMU017,test_842,860,C3,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
843,Maharashtra,Mumbai,MOLPA-O-046,test_843,2300,C5,"3 ml EDTA Whole Blood, 3 ml Na Heparin Whole Blood",Flow Cytometry,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
844,Maharashtra,Mumbai,MOLPA-O-038,test_844,2000,C6,5 ml EDTA Whole Blood,Flow Cytometry,Room Temp,Daily 3 pm,3rd Day 7 pm
845,Maharashtra,Mumbai,MOLPA-O-033,test_845,2000,C6,5 ml EDTA Whole Blood,Flow Cytometry,Room Temp,Daily 3 pm,3rd Day 7 pm
846,Maharashtra,Mumbai,MOLPA-O-025,test_846,4200,C5,"3 ml EDTA Whole Blood, 3 ml Na Heparin Whole Blood",Flow Cytometry,Room Temp,Daily 3 pm,3rd Day 7 pm
847,Maharashtra,Mumbai,MOLPA-O-019,test_847,1150,C6,5 ml EDTA Whole Blood,Flow Cytometry,Room Temp,Daily 3 pm,3rd Day 7 pm
848,Maharashtra,Mumbai,HAEM023,test_848,430,C1,3 ml EDTA Whole Blood,Refer Individual  Test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
849,Maharashtra,Mumbai,HAEM022,test_849,310,C1,3 ml EDTA Whole Blood,Flow Cytometry,Room Temp,Daily 9 am to 8 pm,Same Day
850,Maharashtra,Mumbai,ELISA009,test_850,950,C3,2 ml Serum,ELISA,2 - 8 °C,Wed / Sat 1 pm,Same Day 7 pm
851,Maharashtra,Mumbai,ELISA008,test_851,950,C3,2 ml Serum,ELISA,2 - 8 °C,Wed / Sat 1 pm,Same Day 7 pm
852,Maharashtra,Mumbai,ELISA007,test_852,950,C5,2 ml Serum,EIA,2 - 8 °C,Daily 3 pm,3r day 7 pm
853,Maharashtra,Mumbai,POP096,test_853,4300,C4,"3 ml of blood in Na Citrate, 5 ml serum",As per indvidual test,2 - 8 °C,Daily 9 AM to 8 pm,Next  day 5 pm
854,Maharashtra,Mumbai,POP343,test_854,2500,C4,4 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 AM to 8 pm,Same day
855,Maharashtra,Mumbai,POP095,test_855,2500,C4,3 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 am to 8 pm,Same Day
856,Maharashtra,Mumbai,BIOC-O-058,test_856,950,C5,2 ml Serum (do not collect in SST),Petinia,2 - 8 °C,Daily 3 pm,Next day 7 pm
857,Maharashtra,Mumbai,POP009,test_857,5600,C4,"3 ml EDTA Whole Blood, 2 ml Serum",As per indvidual test,2 - 8 °C,Daily 9 am to 8 pm,Next Day 5 pm
858,Maharashtra,Mumbai,POP008,test_858,6600,C4,"3 ml EDTA Whole Blood, 3 ml Serum, Cervical Scrapping in LBC Container",As per indvidual test,2 - 8 °C,Daily 9 am to 6 pm,"Next Day 1 pm, LBC 3rd day 7 pm"
859,Maharashtra,Mumbai,MICRO-O-008,test_859,685,C6,Stool In Sterile Container,Vitek/ MALDITOF,2 - 8 °C,Daily 6 pm,6th Day 9 pm
860,Maharashtra,Mumbai,ELISA016,test_860,2700,C3,Stool in Sterile Container,ELISA,2 - 8 °C,Wed / Sat 1 pm,Same Day
861,Maharashtra,Mumbai,BIOC058,test_861,430,C1,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
862,Maharashtra,Mumbai,BIOC054,test_862,230,C1,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
863,Maharashtra,Mumbai,BIOC057,test_863,330,C1,"10 ml Spot Urine  Use 10 ml 6 M HCl  Preservative,",Biochemical,2 - 8 °C,Daily 9 am to 6pm,Next day 2 pm
864,Maharashtra,Mumbai,BIOC056,test_864,320,C1,"10 ml Aliquot of 24 Hrs. Urine. Use 10 ml 6 M HCl  Preservative, Mention volume",Biochemical,2 - 8 °C,Daily 9 am to 6pm,Next day 2 pm
865,Maharashtra,Mumbai,SERO-O-007,test_865,2340,C6,2 ml Serum,CLIA,Frozen,Daily 9 am to 6 pm,Next day 2 pm
866,Maharashtra,Mumbai,CIPA-O-007,test_866,3500,C5,10 ml aliquot of random urine collected in acid wash metal free container. Use powder less gloves. Patient should avoid sea food 3 days prior to test,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
867,Maharashtra,Mumbai,CIPA-O-006,test_867,3500,C5,10 ml aliquot of 24 Hrs urine collected in acid wash metal free container. Mention Volume. Use powder less gloves. Patient should avoid sea food 3 days prior to test,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
868,Maharashtra,Mumbai,BIOC-O-056,test_868,3500,C5,5 ml EDTA whole Blood in metal free tube (K2 EDTA). Patient should avoid sea food 3 days prior to test,ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
869,Maharashtra,Mumbai,IMMU015,test_869,1680,C5,2 ml Serum,ECLIA,2 - 8 °C,Wed / Sat 3 pm,Next Day 8 pm
870,Maharashtra,Mumbai,IMMU093,test_870,1350,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 8 pm,Same Day
871,Maharashtra,Mumbai,IMMU014,test_871,1570,C5,2 ml Serum,CMIA,2 - 8 °C,Daily 9 am to 5 pm,Next Day 1 pm
872,Maharashtra,Mumbai,IMMU013,test_872,1250,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
873,Maharashtra,Mumbai,GENP-O-027,test_873,2650,C5,2 ml Serum (Over night fasting preferred),Nephelometry,2 - 8 °C,Mon 3 pm,Wed 8 pm
874,Maharashtra,Mumbai,BIOC201,test_874,1600,C5,3 ml Serum,Blot,2 - 8 °C,Daily 12 pm,Same Day
875,Maharashtra,Mumbai,BIOC071,test_875,720,C5,2 ml Serum,Nephelometry,2 - 8 °C,Daily 9 am to 5 pm,Same Day 6 hrs
876,Maharashtra,Mumbai,BIOC070,test_876,720,C5,2 ml Serum,Nephelometry,2 - 8 °C,Daily 9 am to 5 pm,Same Day 6 hrs
877,Maharashtra,Mumbai,BIOC053,test_877,270,C1,"10 ml Aliquot of 24 Hrs. Urine. No Preservative, Mention volume",Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
878,Maharashtra,Mumbai,BIOC-O-055,test_878,270,C6,2 ml Pericardial Fluid In Plain Tube,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Next Day 11 am
879,Maharashtra,Mumbai,BIOC050,test_879,220,C1,2 ml Serum,Urease with GLDH,2 - 8 °C,Daily 9 am to 7 pm,Same Day
880,Maharashtra,Mumbai,CYTO014,test_880,1600,C3,Smear,Microscopy,Room Temp,Daily 9 am to 8 pm,3rd Day
881,Maharashtra,Mumbai,ELISA-O-037,test_881,1350,C5,3 ml Serum,EIA,2 - 8 °C,Tue/ Thu/ Sat 3 pm,3rd Day 7 pm
882,Maharashtra,Mumbai,ELISA-O-036,test_882,1350,C5,3 ml Serum,EIA,2 - 8 °C,Tue/ Thu/ Sat 3 pm,3rd Day 7 pm
883,Maharashtra,Mumbai,GENP-O-162,test_883,18500,C6,"5 Ml EDTA Whole blood, DBS card, Amniotic Fluid/  Chorionic Villi - Sterile in 15 ml Falcon tube  nutrient medium  DNA - 1.5ml  sterile cryotube""",NGS,Room Temp,Daily 5 pm,21 Days
884,Maharashtra,Mumbai,GENP-O-160,test_884,19800,C4,3 ml EDTA Whole Blood - FFPE Tissue/Paraffin,NGS,Room Temp,Daily 5 pm,20 Days
885,Maharashtra,Mumbai,GENP-O-161,test_885,14000,C7,"5 Ml EDTA Whole blood, DBS card, Amniotic Fluid/  Chorionic Villi - Sterile in 15 ml Falcon tube  nutrient medium  DNA - 1.5 ml  sterile cryotube""",NGS,Room Temp,Daily 5 pm,15 Days
886,Maharashtra,Mumbai,GENP-O-019,test_886,5840,C6,5 ml EDTA Whole Blood,Sanger sequencing,2 - 8 °C,Wed / Sat 6 pm,8th Day 9 pm
887,Maharashtra,Mumbai,GENP-O-018,test_887,6640,C6,FFPE Block (>40% of tumor containt),Sanger sequencing,Room Temp,Tue/ Thu/ Sat 6 pm,6th Day 9 pm
888,Maharashtra,Mumbai,GENP-O-016,test_888,4500,C6,"3 ml Serum, 20 ml Spot Urine",As per indvidual test,2 - 8 °C,Daily 6 pm,Next Day 7 pm
889,Maharashtra,Mumbai,POP082,test_889,2450,C4,4 ml Serum,As per indvidual test,2 - 8 °C,Daily 9 am to 8 pm,Same day
890,Maharashtra,Mumbai,GENP-O-142,test_890,4000,C7,2 ml bone marrow sample in Sodium Heparin,FISH,2 - 8 °C,Daily 2 pm,8th Day 7 pm
891,Maharashtra,Mumbai,CYTO077,test_891,1350,C6,"2 Stained,2 Unstained Fixed BM Smears and 2 Peripheral Smears Required",Microscopy,2 - 8 °C,Daily 6 pm,3rd Day
892,Maharashtra,Mumbai,GENP-O-014,test_892,6600,C6,3 ml Serum,As per indvidual test,2 - 8 °C,Wed / Sat 6 pm,Next day 8 pm
893,Maharashtra,Mumbai,PATHO321,test_893,6200,C4,"5 ml Serum, 2 ml citrated plasma",As per indvidual test,"Serum 2 - 8 °C, Plasma Frozen",Daily 9 am to 5 pm,4th Day 5 pm
894,Maharashtra,Mumbai,PATHO320,test_894,11400,C4,"5 ml Serum, 5 ml Na Heparin Whole Blood, 2 ml Citrated plasma",As per indvidual test,"Serum 2 - 8 °C, Plasma Frozen",Daily 9 am to 8 pm,22 Days
895,Maharashtra,Mumbai,BIOC-O-054,test_895,3200,C6,2 ml EDTA Plasma,Nephelometry,2 - 8 °C,Daily 9 am to 5 pm,3rd Day 5 pm
896,Maharashtra,Mumbai,HAEM-O-007,test_896,1060,C6,3 ml EDTA Whole Blood,Column agglutination,2 - 8 °C,Daily 6 pm,4th Day
897,Maharashtra,Mumbai,HAEM010,test_897,230,C1,"3 ml EDTA Whole Blood, 2 ml Serum",Agglutination,2 - 8 °C,Daily 9 am to 7 pm,Same Day
898,Maharashtra,Mumbai,MICRO039,test_898,1600,C3,10 ml Blood In Bactec Aerobic / Anaerobic Bottle,BACTEC FX /VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
899,Maharashtra,Mumbai,MICRO035,test_899,1050,C3,10 ml Blood In Blood Culture Bottle,BACTEC FX /VITEK 2,Room Temp,Daily 9 am to 5 pm,"Preliminary report 48 to 72 Hrs, Final report 5th Day"
900,Maharashtra,Mumbai,MOLPA-O-013,test_900,5700,C5,3ml EDTA plasma or 15 ml random urine,Real Time PCR,2 - 8 °C,Daily 12 pm,3rd day 9 pm
901,Maharashtra,Mumbai,ELISA-O-035,test_901,760,C5,3 Blood Spots of heel prick on DBS card,Fluoroimmunoassay,2 - 8 °C,Mon to Fri 3 pm,3rd Day 8 pm
902,Maharashtra,Mumbai,MOLBI-O-061,test_902,16000,C7,"Sputum, BAL in Sterile Container",Biofire,Room Temp,Daily 9 am to 5 pm,Same Day 7 Hrs
903,Maharashtra,Mumbai,MOLBI077,test_903,14500,C7,CSF in Sterile Container,Biofire,Room Temp,Daily 9 am to 5 pm,Same Day 7 Hrs
904,Maharashtra,Mumbai,MOLBI076,test_904,14200,C7,Stool in Cary Blair Medium,Biofire,Room Temp,Daily 9 am to 5 pm,Same Day 7 Hrs
905,Maharashtra,Mumbai,MOLBI-O-062,test_905,17000,C7,10 ml Blood In Blood Culture Bottle,Biofire,Room Temp,Daily 9 am to 5 pm,Same Day 7 Hrs
906,Maharashtra,Mumbai,MOLBI078,test_906,14000,C7,Nasopharyngeal Swab in VTM,Biofire,Room Temp,Daily 9 am to 5 pm,Same Day 7 Hrs
907,Maharashtra,Mumbai,BIOC048,test_907,250,C1,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 7 pm,Same Day
908,Maharashtra,Mumbai,CIPA004,test_908,150,C2,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
909,Maharashtra,Mumbai,BIOC-O-051,test_909,1600,C5,2 ml Serum (Over night fasting preferred),Enzymatic Colorimetric,2 - 8 °C,Mon to Sat 3 pm,Next day 7 pm
910,Maharashtra,Mumbai,BIOC045,test_910,590,C3,2 ml Serum,Biochemical,2 - 8 °C,Daily 9 am to 8 pm,Same Day
911,Maharashtra,Mumbai,IMMU-O-056,test_911,740,C5,10 ml Aliquot of 24 hrs Urine,CMIA,2 - 8 °C,Daily 12 pm,Next day 7 pm
912,Maharashtra,Mumbai,IMMU041,test_912,800,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
913,Maharashtra,Mumbai,BIOC-O-045,test_913,1480,C5,10 ml Aliquot of Urine. No preservative.,CLIA,2 - 8 °C,Daily 3 pm,Next Day 8 pm
914,Maharashtra,Mumbai,PATHO56,test_914,1770,C6,2 ml CSF in Sterile Container,CLIA,2 - 8 °C,Daily 9 am to 6 pm,Next Day 1 pm
915,Maharashtra,Mumbai,IMMU012,test_915,1480,C5,2 ml Serum (Over night fasting preferred),CLIA,2 - 8 °C,Daily 3 pm,Next Day 8 pm
916,Maharashtra,Mumbai,ELISA-O-032,test_916,1050,C5,3 ml Serum,EIA,2 - 8 °C,Wed/ Sat 3 pm,3rd Day 7 pm
917,Maharashtra,Mumbai,ELISA-O-031,test_917,1050,C5,3 ml Serum,EIA,2 - 8 °C,Wed/ Sat 3 pm,3rd Day 7 pm
918,Maharashtra,Mumbai,ELISA-O-030,test_918,1050,C5,3 ml Serum,EIA,2 - 8 °C,Wed/ Sat 3 pm,3rd Day 7 pm
919,Maharashtra,Mumbai,BIOC-O-044,test_919,710,C6,10 ml Spot Urine,Biochemical,2 - 8 °C,Daily 9 am to 5 pm,Next day 2 pm
920,Maharashtra,Mumbai,CIPA-O-003,test_920,1100,C2,10 ml Urine In Sterile Container,Chemical,2 - 8 °C,Daily 9 am to 8 pm,Next Day 11 am
921,Maharashtra,Mumbai,CIPA-O-001,test_921,1150,C9,10 ml 24 Hrs. Urine,Immuno Chromatography,Room Temp,Daily 5 pm,6th Day 7 pm
922,Maharashtra,Mumbai,MOLPA-O-012,test_922,6000,C4,3 ml EDTA Whole Blood / Bone marrow,RT PCR,Room Temp,Daily 5 pm,6th Day 7 pm
923,Maharashtra,Mumbai,GENP-O-152,test_923,5500,C6,4 ml Blood/Bone marrow in Sodium Heparin sterile vacutte/ transport medium for bone marrow,FISH,2 - 8 °C,Daily 2 pm,8th Day 7 pm
924,Maharashtra,Mumbai,MICRO004,test_924,900,C3,Pure Culture,VITEK 2,2 - 8 °C,Daily 9 am to 8 pm,4th Day
925,Maharashtra,Mumbai,POP-O-008,test_925,6000,C5,3 ml serum,IFA,2 - 8 °C,Tue/ Thu/ Sat 6 pm,3rd day 9 pm
926,Maharashtra,Mumbai,POP-O-007,test_926,23000,C8,3 ml serum,IFA,2 - 8 °C,Tue/ Thu/ Sat 6 pm,3rd day 9 pm
927,Maharashtra,Mumbai,ELISA-O-124,test_927,6000,C8,"Respiratory samples in sterile container, Swab in VTM",Multiplex PCR,Room Temp,Daily 3 pm,3rd day 9 pm
928,Maharashtra,Mumbai,POP065,test_928,2200,C4,"3ml of blood in fluoride, 5 ml of serum",As per indvidual test,2 - 8 °C,Daily 9 AM to 8 pm,Next  day 8 pm
929,Maharashtra,Mumbai,IMMUD-O-003,test_929,1250,C5,2 ml Serum,Immunocap,2 - 8 °C,Daily 12 pm,Next day 9 pm
930,Maharashtra,Mumbai,SERO009,test_930,600,C2,2 ml Serum,Turbidimetry,2 - 8 °C,Daily 9 am to 7 pm,Same Day 5 Hrs
931,Maharashtra,Mumbai,CYTO-O-001,test_931,2000,C5,3 ml Serum (overnight fasting),IFA,2 - 8 °C,Daily 3 pm,3rd Day 7 pm
932,Maharashtra,Mumbai,SERO-O-006,test_932,2300,C5,3 ml Serum (overnight fasting),IFA,2 - 8 °C,Mon/ Fri 3 pm,5th Day 9 pm
933,Maharashtra,Mumbai,ELISA-O-027,test_933,1600,C5,3 ml Serum,EIA,2 - 8 °C,Wed 3 Pm,Next Day 9 pm
934,Maharashtra,Mumbai,ELISA-O-026,test_934,1600,C5,3 ml Serum,EIA,2 - 8 °C,Wed 3 Pm,Next Day 9 pm
935,Maharashtra,Mumbai,POP029,test_935,3700,C4,"3 ml EDTA Whole blood, 5 ml serum",As per indvidual test,2 - 8 °C,Daily 9 AM to 8 pm,3rd day 6 pm
936,Maharashtra,Mumbai,BIOC-O-034,test_936,3100,C5,3 ml Whole Blood In Metal Free Tube (Royal Blue Top K2 EDTA),ICPMS,2 - 8 °C,Daily 3 pm,3rd Day 9 pm
937,Maharashtra,Mumbai,HAEM008,test_937,440,C1,3 ml Citrated Platelet Poor Plasma,Optomechanical,2 - 8 °C,Daily 9 am to 8 pm,Same Day 5 Hrs
938,Maharashtra,Mumbai,POP028,test_938,2000,C4,3 ml Serum,Refer Individual  Test,2 - 8 °C,Daily 9 am to 6 pm,Next Day 8 pm
939,Maharashtra,Mumbai,BIOC-O-031,test_939,4300,C6,2 ml Serum,Nephelometry,2 - 8 °C,Tue 6 pm,5th Day 9 pm
940,Maharashtra,Mumbai,BIOC044,test_940,900,C3,2 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 9 am to 6 pm,Same Day 5 Hrs
941,Maharashtra,Mumbai,BIOC043,test_941,480,C3,2 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 9 am to 6 pm,Same Day 5 Hrs
942,Maharashtra,Mumbai,BIOC042,test_942,480,C3,2 ml Serum,Immunoturbidimetry,2 - 8 °C,Daily 9 am to 6 pm,Same Day 5 Hrs
943,Maharashtra,Mumbai,POP351,test_943,4700,C4,"3 ml Serum, 2 ml citrated plasma",As per indvidual test,"Serum 2 - 8 °C, Plasma Frozen",Daily 9 am to 5 pm,4th Day 5 pm
944,Maharashtra,Mumbai,HAEM-O-006,test_944,4450,C6,2 ml Citrated platelet poor Plasma,Clotting,2 - 8 °C,Wed / Sat 6 pm,3rd Day 4 pm
945,Maharashtra,Mumbai,ELISA006,test_945,1050,C3,2 ml Serum,ELISA,2 - 8 °C,Wed / Sat 1 pm,Same Day
946,Maharashtra,Mumbai,ELISA005,test_946,1050,C3,2 ml Serum,ELISA,2 - 8 °C,Wed / Sat 1 pm,Same Day
947,Maharashtra,Mumbai,ELISA-O-024,test_947,1090,C6,2 ml Serum,EIA,2 - 8 °C,Mon / Wed / Fri 6 pm,Next day 9 pm
948,Maharashtra,Mumbai,MYCBA012,test_948,8900,C3,Tissue/Fluid/Swab,MGIT,2 - 8 °C,Daily 5 pm,6th Day 7 pm
949,Maharashtra,Mumbai,IMMU011,test_949,1250,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
950,Maharashtra,Mumbai,HAEM-O-005,test_950,5100,C6,"2 ml Citrate Plasma, Prepare Platelet Poor Plasma Within 1 Hrs. of Collection",Immunoturbidimetry,Frozen,Wed / Sat 6 pm,Next Day 5 pm
951,Maharashtra,Mumbai,HAEM-O-004,test_951,4600,C5,"2 ml Citrate Plasma, Prepare Platelet Poor Plasma Within 1 Hrs. of Collection",Chromogenic,Frozen,Daily 6 pm,Next Day 5 pm
952,Maharashtra,Mumbai,SERO001,test_952,750,C2,3 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
953,Maharashtra,Mumbai,IMMU008,test_953,900,C3,2 ml Serum,ELFA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
954,Maharashtra,Mumbai,IMMU007,test_954,1150,C5,2 ml Serum,CMIA,2 - 8 °C,Daily 6 pm,Next day 7 pm
955,Maharashtra,Mumbai,IMMU006,test_955,1250,C5,2 ml Serum,CMIA,2 - 8 °C,Daily 6 pm,Next day 7 pm
956,Maharashtra,Mumbai,IMMU005,test_956,1250,C5,2 ml Serum,CMIA,2 - 8 °C,Daily 6 pm,Next day 7 pm
957,Maharashtra,Mumbai,ELISA-O-019,test_957,1400,C5,2 ml Serum,Latex Enhanced Nephelometry,2 - 8 °C,Mon/ Thu 3 pm,Next Day 10 pm
958,Maharashtra,Mumbai,IMMU016,test_958,1450,C2,2 ml Serum,CLIA,2 - 8 °C,Daily 9 am to 7 pm,Same Day
959,Maharashtra,Mumbai,HAEM-O-003,test_959,1650,C6,2 ml Serum,Column agglutination,2 - 8 °C,Daily 6 pm,Next day 9 pm
960,Maharashtra,Mumbai,HAEM-O-002,test_960,1650,C6,2 ml Serum,Column agglutination,2 - 8 °C,Daily 6 pm,Next day 9 pm
961,Maharashtra,Mumbai,ELISA-O-018,test_961,6200,C6,3 ml Serum,CLIA,2 - 8 °C,Mon / Wed / Fri 6 pm,Next Day 9 pm
962,Maharashtra,Mumbai,POP341,test_962,2150,C4,"3 ml EDTA whole blood, 2 ml Fluoride Plasma, 5 ml Serum",As per indvidual test,2 - 8 °C,Daily 9 am to 5 pm,Same Day
963,Maharashtra,Mumbai,POP025,test_963,1950,C4,"3 ml EDTA whole blood, 2 ml Fluoride Plasma, 5 ml Serum, 10 ml Urine",As per indvidual test,2 - 8 °C,Daily 9 am to 7 pm,Same Day
